Temperature, Humidity
31.803998,48.859998
31.803998,48.859998
31.803998,48.859998
31.803998,48.859998
31.803998,48.859998
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.825360,48.875257
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.836042,48.882887
31.814679,48.867628
31.814679,48.867628
31.814679,48.867628
31.814679,48.867628
31.814679,48.867628
31.814679,48.867628
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.833371,48.880980
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.838712,48.884794
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.857404,48.898146
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.886778,48.919127
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.865415,48.903868
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.849393,48.892424
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.916152,48.940108
31.913481,48.938201
31.913481,48.938201
31.913481,48.938201
31.913481,48.938201
31.913481,48.938201
31.913481,48.938201
31.913481,48.938201
31.913481,48.938201
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.948196,48.962997
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.969558,48.978256
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.932174,48.951553
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.942855,48.959182
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.926833,48.947738
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.977569,48.983978
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
31.985580,48.989700
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.017624,49.012589
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.036316,49.025940
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.025635,49.018311
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.012284,49.008774
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.046998,49.033570
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.052338,49.037385
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.030976,49.022126
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.049668,49.035477
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.089723,49.064088
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.033646,49.024033
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.079042,49.056458
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.065690,49.046921
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.060349,49.043107
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.081712,49.058366
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.113756,49.081254
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.132448,49.094606
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.156481,49.111772
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.183185,49.130846
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.215229,49.153735
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.172503,49.123217
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.212558,49.151827
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.239261,49.170901
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.268635,49.191882
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.276646,49.197604
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.271305,49.193790
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.295338,49.210956
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.281987,49.201419
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.359426,49.256733
32.335393,49.239567
32.335393,49.239567
32.335393,49.239567
32.335393,49.239567
32.335393,49.239567
32.335393,49.239567
32.335393,49.239567
