Program Time [s],data 0,data 1,data 2
564.79,40,194,-581
564.8,40,181,604
564.81,40,194,-655
564.82,40,179,486
564.83,40,189,-1072
564.842,40,177,457
564.852,40,179,-801
564.862,40,176,425
564.872,40,178,-617
564.881,40,177,547
564.891,40,189,-689
564.901,40,177,482
564.911,40,194,-569
564.921,40,196,788
564.931,40,224,-613
564.941,40,195,766
564.951,40,191,-577
564.963,40,175,183
564.974,40,179,-492
564.983,40,176,217
564.993,40,180,-534
565.003,40,178,240
565.012,40,182,-455
565.023,40,179,390
565.032,40,181,-469
565.043,40,178,719
565.052,40,183,673
565.062,40,181,2604
565.074,40,182,614
565.084,40,183,171
565.094,40,188,-799
565.103,40,184,136
565.113,45,188,-694
565.123,45,189,231
565.133,45,194,-568
565.143,45,195,350
565.153,45,197,-531
565.163,45,196,359
565.173,45,197,-631
565.185,45,206,83
565.195,45,191,-157
565.205,45,198,19
565.215,45,184,-39
565.224,45,192,657
565.235,45,180,-72
565.245,45,190,818
565.255,45,181,205
565.264,45,189,1099
565.275,45,180,385
565.284,45,179,1142
565.294,45,179,370
565.306,45,191,783
565.316,45,180,669
565.326,45,189,369
565.335,45,181,6
565.345,45,192,-89
565.355,45,179,-359
565.365,45,191,-389
565.375,45,180,-295
565.385,45,191,-297
565.395,45,180,-341
565.405,45,190,-365
565.415,45,180,-492
565.427,45,192,-500
565.439,45,171,-475
565.449,45,189,-287
565.459,45,171,-613
565.471,45,191,-136
565.481,45,172,-253
565.49,45,190,-205
565.5,45,171,-166
565.511,45,191,-110
565.52,45,171,-89
565.53,45,190,-111
565.541,45,171,-166
565.55,45,191,-139
565.56,45,173,-80
565.572,45,192,-747
565.582,45,180,318
565.592,45,191,-756
565.602,45,179,454
565.612,45,192,-798
565.621,45,178,435
565.631,45,189,-862
565.642,45,179,492
565.652,45,190,-849
565.662,45,179,488
565.671,45,190,-814
565.681,45,179,520
565.692,45,194,-654
565.703,45,182,556
565.713,45,195,-670
565.723,45,181,543
565.732,45,194,-762
565.743,45,180,622
565.752,45,190,-940
565.762,45,180,463
565.773,45,190,-694
565.782,45,179,559
565.793,45,190,-561
565.802,45,180,501
565.814,45,177,-379
565.824,45,184,714
565.834,45,195,-205
565.844,45,213,733
565.853,45,195,-597
565.863,45,180,713
565.873,45,175,-616
565.883,45,176,435
565.894,45,190,-689
565.904,45,179,487
565.913,45,194,-753
565.923,45,181,486
565.935,45,180,-371
565.946,45,181,134
565.955,45,182,-176
565.965,45,183,928
565.974,45,183,1557
565.984,45,184,1394
565.994,45,184,-429
566.005,45,186,-178
566.014,45,186,-726
566.024,45,188,241
566.034,45,192,-526
566.044,45,192,549
566.054,45,196,-412
566.064,45,198,424
566.076,45,199,-424
566.086,45,201,357
566.096,45,196,-303
566.106,45,194,370
566.115,45,189,-231
566.126,45,185,546
566.136,45,182,-122
566.145,45,185,648
566.155,45,181,-31
566.165,45,181,898
566.175,45,181,156
566.185,45,181,1133
566.197,56,180,938
566.207,56,192,835
566.216,56,181,851
566.226,56,193,615
566.236,56,183,307
566.246,56,192,101
566.256,56,181,-331
566.266,56,194,177
566.277,56,180,-328
566.286,56,193,74
566.296,56,181,-608
566.306,56,193,85
566.318,56,178,-287
566.328,56,194,-345
566.338,56,179,-244
566.348,56,194,-270
566.358,56,178,-331
566.367,56,193,-99
566.378,56,180,-321
566.388,56,193,-203
566.397,56,180,-151
566.407,56,193,-271
566.417,56,180,-111
566.427,56,194,-175
566.437,56,178,14
566.447,56,193,-394
566.459,56,175,29
566.469,56,192,-434
566.479,56,172,-67
566.489,56,193,-500
566.498,56,178,-134
566.508,56,192,-113
566.518,56,179,-48
566.528,56,193,-112
566.538,56,180,-258
566.548,56,195,-139
566.558,56,180,-31
566.57,56,197,-664
566.58,56,178,344
566.59,56,196,-501
566.599,56,174,317
566.609,56,191,-490
566.619,56,172,411
566.629,56,195,-507
566.639,56,170,347
566.649,56,192,-406
566.66,56,173,411
566.669,56,194,-306
566.681,56,176,419
566.691,56,196,-428
566.701,56,185,534
566.711,56,222,-345
566.721,56,191,532
566.73,56,197,-506
566.74,56,171,223
566.75,56,189,-518
566.761,56,175,459
566.77,56,194,-729
566.78,56,175,331
566.79,56,193,-509
566.802,56,176,570
566.812,56,194,-560
566.822,56,176,736
566.832,56,194,-8
566.841,56,175,2362
566.851,56,197,389
566.862,56,176,648
566.871,56,196,-771
566.881,56,181,145
566.892,56,200,-634
566.901,56,183,480
566.911,56,206,-500
566.921,56,188,233
566.933,56,208,-621
566.943,56,191,658
566.953,56,209,-632
566.963,56,191,627
566.972,56,203,-730
566.982,56,183,751
566.992,56,196,-675
567.002,56,178,786
567.012,56,193,-331
567.023,56,174,858
567.032,56,190,-225
567.042,56,176,1254
567.052,56,189,55
567.062,56,176,1396
567.072,56,187,162
567.082,56,175,1460
567.094,56,193,31
567.104,56,181,1023
567.114,56,193,-412
567.123,56,174,481
567.133,56,190,-710
567.144,56,174,379
567.153,56,192,-1022
567.163,56,173,381
567.173,56,193,-871
567.183,56,172,255
567.193,56,194,-864
567.203,56,172,233
567.213,56,192,-931
567.224,56,174,435
567.235,56,190,-817
567.245,56,181,352
567.255,56,193,-909
567.264,56,182,253
567.274,56,190,-847
567.284,56,185,363
567.295,56,188,-933
567.305,56,184,615
567.314,56,190,-987
567.324,56,185,591
567.334,56,191,-982
567.344,56,182,536
567.354,56,191,-823
567.366,56,182,317
567.376,56,190,-749
567.386,56,184,507
567.395,56,191,-567
567.406,56,183,351
567.416,56,192,-597
567.425,56,183,293
567.435,56,191,-606
567.446,56,187,316
567.456,56,194,-554
567.468,56,184,564
567.479,56,180,-810
567.487,56,185,562
567.497,56,176,-778
567.508,56,184,547
567.517,56,178,-781
567.527,56,182,553
567.538,56,177,-734
567.547,56,183,537
567.557,56,176,-736
567.57,56,192,455
567.579,56,180,138
567.589,56,217,404
567.599,56,212,-115
567.608,56,207,401
567.619,56,177,-54
567.628,56,180,63
567.638,56,176,-317
567.648,56,183,159
567.658,56,178,-426
567.669,56,184,122
567.678,56,178,-341
567.688,56,184,38
567.698,56,181,-263
567.71,56,196,-155
567.719,56,181,1197
567.73,56,196,1792
567.74,56,184,1165
567.749,56,196,-457
567.759,56,185,-414
567.769,56,202,-529
567.779,56,187,-194
567.789,56,205,-417
567.799,56,191,-125
567.809,56,211,-411
567.819,56,195,-156
567.831,56,214,-85
567.84,56,197,57
567.85,56,211,-91
567.86,56,192,302
567.871,56,203,11
567.88,56,184,242
567.89,56,195,80
567.901,56,179,459
567.911,56,196,186
567.92,56,181,673
567.93,56,194,393
567.94,56,178,960
567.952,56,190,328
567.961,56,174,1450
567.972,56,194,387
567.981,56,174,1232
567.991,56,194,62
568.001,56,175,308
568.011,56,194,-453
568.021,56,173,-184
568.031,56,195,-745
568.041,56,174,-196
568.051,56,194,-372
568.061,40,179,-267
568.073,40,194,-928
568.083,40,174,-58
568.092,40,193,-795
568.103,40,175,250
568.112,40,194,-812
568.123,40,175,267
568.132,40,194,-726
568.142,40,174,278
568.152,40,192,-771
568.162,40,175,346
568.172,40,192,-732
568.183,40,173,320
568.192,40,193,-570
568.202,40,172,331
568.212,40,194,-462
568.224,40,175,357
568.233,40,191,-580
568.244,40,172,312
568.253,40,193,-724
568.263,40,174,268
568.274,40,194,-691
568.283,40,173,234
568.293,40,193,-694
568.304,40,171,256
568.313,40,197,-724
568.323,40,179,375
568.333,40,198,-754
568.345,40,178,477
568.355,40,190,-692
568.364,40,174,479
568.375,40,188,-830
568.385,40,173,513
568.394,40,190,-691
568.404,40,173,618
568.414,40,187,-773
568.424,40,173,527
568.434,40,188,-649
568.444,40,173,810
568.454,40,197,-324
568.466,40,197,799
568.476,40,216,-457
568.485,40,186,711
568.495,40,188,-708
568.505,40,171,584
568.515,40,189,-790
568.526,40,173,538
568.535,40,189,-806
568.545,40,173,489
568.555,40,192,-835
568.565,40,176,491
568.575,40,192,-754
568.587,40,186,870
568.596,40,194,768
568.607,40,188,2116
568.616,40,194,-49
568.627,40,190,377
568.637,40,196,-1044
568.646,40,194,368
568.657,40,198,-850
568.666,40,187,419
568.676,40,206,-786
568.686,40,193,556
568.696,40,210,-631
568.707,40,192,702
568.716,40,208,-568
568.728,40,200,690
568.738,40,201,-479
568.748,40,193,678
568.758,40,194,-355
568.767,40,191,708
568.778,40,192,-64
568.787,40,188,804
568.797,40,191,15
568.808,40,188,1261
568.817,40,190,336
568.828,40,186,1440
568.837,40,193,135
568.847,40,188,1227
568.857,40,190,72
568.869,40,186,779
568.878,40,188,-318
568.889,40,190,317
568.899,40,191,-651
568.908,40,187,192
568.919,40,191,-853
568.928,40,188,124
568.939,40,191,-701
568.948,40,188,107
568.958,40,191,-656
568.968,40,187,338
568.978,40,191,-671
568.988,40,186,211
568.998,40,192,-760
569.01,40,189,-135
569.02,40,179,-107
569.029,40,187,94
569.04,40,180,-256
569.049,40,190,155
569.06,40,179,-624
569.069,40,186,180
569.079,40,179,-636
569.089,40,188,188
569.099,40,176,-583
569.109,40,189,330
569.119,40,190,-681
569.131,40,187,31
569.141,40,177,-126
569.15,40,187,-4
569.16,40,177,-252
569.17,40,187,71
569.18,40,181,-65
569.19,40,189,28
569.2,40,182,-334
569.21,40,192,1
569.221,40,181,-124
569.23,40,188,-169
569.24,40,177,-51
569.25,40,187,132
569.261,40,181,-25
569.271,40,196,-64
569.281,40,179,-47
569.291,40,196,25
569.301,40,180,-223
569.311,40,190,200
569.321,0,192,-99
569.331,0,218,390
569.341,0,198,134
569.351,0,190,47
569.362,0,175,251
569.373,0,194,-472
569.382,0,178,231
569.393,0,197,-228
569.402,0,180,114
569.412,0,196,-355
569.422,0,181,193
569.432,0,197,-325
569.443,0,181,-427
569.453,0,200,901
569.464,0,180,1706
569.474,0,200,1647
569.484,0,183,-89
569.495,0,203,-135
569.504,0,184,-502
569.514,0,206,67
569.524,0,187,-641
569.534,0,210,312
569.544,0,194,-565
569.554,0,215,424
569.564,0,196,-536
569.576,0,216,-378
569.585,0,192,652
569.595,0,208,-629
569.605,0,183,611
569.615,0,201,-370
569.625,0,180,801
569.635,0,195,-321
569.645,0,177,980
569.655,0,197,-135
569.665,0,177,1227
569.675,0,196,238
569.685,0,177,1448
569.697,0,192,250
569.707,0,176,1538
569.716,0,193,104
569.727,0,175,950
569.736,0,190,-468
569.746,0,178,492
569.756,0,196,-871
569.766,0,177,90
569.776,0,197,-884
569.786,0,176,115
569.798,0,191,-978
569.807,0,176,267
569.817,0,188,-1003
569.828,0,175,386
569.837,0,191,-1052
569.847,0,176,244
569.857,0,188,-1019
569.867,0,175,399
569.877,0,189,-808
569.887,0,178,408
569.897,0,189,-856
569.907,0,176,483
569.917,0,190,-872
569.929,0,187,445
569.938,0,188,-839
569.948,0,175,505
569.958,0,189,-865
569.968,0,177,380
569.978,0,190,-831
569.988,0,176,605
569.998,0,190,-867
570.008,0,174,523
570.018,0,192,-695
570.029,0,189,221
570.04,0,190,-501
570.049,0,192,304
570.059,0,192,-621
570.069,0,186,174
570.079,0,190,-764
570.089,0,186,241
570.099,0,189,-595
570.109,0,186,303
570.119,0,188,-668
570.129,0,186,579
570.139,0,187,-803
570.151,0,188,466
570.161,0,191,-652
570.17,0,198,364
570.18,0,218,-187
570.191,0,206,532
570.2,0,191,-471
570.211,0,185,409
570.22,0,184,-545
570.23,0,189,393
570.24,0,189,-519
570.25,0,187,253
570.261,0,178,-145
570.272,0,188,51
570.281,0,178,4
570.291,0,188,336
570.301,0,180,-83
570.311,0,189,2048
570.321,0,191,914
570.331,0,193,446
570.341,0,194,-705
570.351,0,194,-99
570.361,0,196,-528
570.372,0,196,-138
570.382,0,191,-221
570.393,0,199,-112
570.403,0,195,-158
570.412,0,203,-45
570.422,0,196,-110
570.433,0,202,-5
570.442,0,189,-11
570.452,0,194,208
570.462,0,182,177
570.472,0,190,406
570.484,0,179,378
570.493,0,196,377
570.503,0,177,280
570.513,0,187,685
570.523,0,176,419
570.533,0,187,802
570.543,0,176,656
570.553,0,188,861
570.563,0,177,537
570.573,0,189,500
570.583,0,176,-6
570.593,0,186,-73
570.604,0,177,140
570.614,0,195,-618
570.624,0,177,-82
570.634,0,196,-732
570.644,0,175,-154
570.654,0,196,-781
570.664,0,178,-141
570.674,0,195,-741
570.684,0,177,-65
570.694,0,195,-170
570.704,0,176,11
570.714,0,192,-212
570.725,0,178,102
570.736,0,193,-505
570.745,0,177,49
570.755,0,195,-516
570.765,0,175,105
570.776,0,195,-657
570.786,0,175,244
570.795,0,194,-453
570.805,0,177,229
570.815,0,194,-499
570.825,0,175,134
570.837,0,195,-768
570.846,0,175,296
570.856,0,194,-534
570.866,0,174,92
570.876,0,193,-593
570.886,0,174,253
570.896,0,195,-680
570.907,0,177,153
570.916,0,197,-431
570.926,0,176,243
570.936,0,194,-316
570.946,0,179,323
570.957,0,199,-768
570.967,0,179,577
570.978,0,195,-872
570.987,0,175,521
570.997,0,195,-693
571.007,0,176,422
571.017,0,192,-657
571.027,0,177,561
571.037,0,194,-551
571.047,0,174,675
571.057,0,194,-606
571.067,0,178,492
571.078,0,199,-406
571.087,0,198,509
571.098,0,229,-480
571.108,0,188,459
571.118,0,193,-540
571.128,0,174,535
571.138,0,194,-846
571.148,0,177,373
571.158,0,194,-607
571.168,0,176,534
571.178,0,196,-736
571.189,0,179,432
571.2,0,190,-531
571.209,0,176,854
571.219,0,195,699
571.229,30,180,2730
571.239,30,193,66
571.249,30,182,316
571.259,30,195,-815
571.269,30,183,438
571.279,30,199,-669
571.289,30,188,405
571.299,30,204,-649
571.309,30,193,409
571.32,30,208,-534
571.33,30,196,564
571.341,30,207,-757
571.351,30,193,722
571.36,30,199,-540
571.37,30,182,627
571.38,30,194,-481
571.39,30,179,902
571.4,30,190,-351
571.41,30,177,918
571.42,30,189,-78
571.43,30,177,1191
571.444,30,178,184
571.454,30,187,1542
571.466,30,178,321
571.475,30,196,1461
571.485,30,179,64
571.495,30,193,971
571.505,30,177,-641
571.516,30,198,504
571.525,30,178,-847
571.536,30,187,187
571.545,30,177,-1013
571.555,30,189,307
571.565,30,177,-987
571.575,30,189,192
571.585,30,178,-391
571.595,30,187,-237
571.605,30,177,-294
571.616,30,195,-535
571.626,30,178,74
571.636,30,196,-665
571.646,30,177,225
571.656,30,196,-581
571.666,30,178,-103
571.676,30,195,-629
571.686,30,178,56
571.696,30,197,-123
571.706,30,174,32
571.716,30,195,-118
571.728,30,177,116
571.737,30,195,-454
571.747,30,177,253
571.757,30,197,-444
571.767,30,177,187
571.777,30,193,-515
571.787,30,178,186
571.797,30,192,-443
571.808,30,178,360
571.817,30,194,-437
571.827,30,178,318
571.838,30,196,-645
571.848,30,176,471
571.858,30,195,-653
571.869,30,180,475
571.878,30,197,-632
571.888,30,180,229
571.898,30,197,-646
571.908,30,178,259
571.919,30,195,-542
571.928,30,175,200
571.939,30,195,-317
571.948,30,178,196
571.958,30,196,-307
571.968,30,175,252
571.978,30,195,-347
571.99,30,178,538
571.999,30,197,-443
572.009,30,188,661
572.019,30,222,-300
572.03,30,204,621
572.039,30,208,-420
572.049,30,174,489
572.059,30,193,-670
572.069,30,179,473
572.079,30,198,-564
572.089,30,179,549
572.099,30,199,-756
572.109,30,181,526
572.12,30,193,-565
572.13,30,179,547
572.141,30,200,-123
572.15,30,182,1921
572.16,30,203,1225
572.17,30,183,1273
572.18,30,202,-945
572.19,30,183,163
572.2,30,206,-888
572.21,30,190,555
572.22,30,208,-757
572.231,30,194,480
572.242,30,208,-587
572.252,53,197,512
572.261,53,208,-657
572.272,53,197,710
572.281,53,204,-472
572.291,53,189,935
572.301,53,196,-437
572.311,53,182,815
572.321,53,194,-382
572.331,53,180,1109
572.341,53,190,-134
572.351,53,180,1129
572.361,53,192,122
572.372,53,176,1453
572.382,53,192,267
572.392,53,179,1408
572.402,53,189,184
572.412,53,181,1204
572.422,53,191,-410
572.432,53,179,400
572.442,53,192,-887
572.452,53,180,430
572.462,53,191,-900
572.472,53,178,47
572.482,53,192,-894
572.492,53,179,275
572.503,53,192,-1087
572.513,53,193,376
572.523,53,191,-856
572.533,53,190,164
572.543,53,193,-699
572.554,53,192,406
572.563,53,191,-796
572.573,53,177,437
572.583,53,191,-724
572.593,53,181,342
572.603,53,189,-841
572.613,53,179,624
572.623,53,191,-746
572.634,53,191,308
572.644,53,191,-423
572.655,53,190,291
572.664,53,189,-493
572.674,53,191,330
572.684,53,192,-488
572.694,53,191,206
572.704,53,191,-772
572.714,53,191,234
572.724,53,192,-504
572.734,53,190,113
572.744,53,191,-644
572.754,53,190,465
572.765,53,193,-470
572.776,53,193,296
572.785,53,192,-531
572.795,53,195,168
572.805,53,193,-330
572.815,53,192,377
572.825,53,191,-460
572.835,53,191,308
572.845,53,190,-433
572.855,53,191,423
572.865,53,189,-408
572.875,53,190,391
572.885,53,191,-516
572.896,53,190,261
572.906,53,181,97
572.916,53,200,175
572.926,53,207,280
572.936,53,214,266
572.946,53,184,-358
572.956,53,186,189
572.966,53,177,-445
572.976,53,188,125
572.986,53,190,-600
572.996,53,191,240
573.007,53,180,-115
573.018,53,193,-67
573.028,53,181,-95
573.038,53,193,43
573.047,53,182,470
573.057,53,193,1266
573.067,53,183,1426
573.078,53,196,457
573.087,53,187,-442
573.097,53,195,-364
573.107,53,189,-306
573.117,53,200,-70
573.127,53,193,-101
573.137,53,204,82
573.149,53,194,147
573.159,53,217,-17
573.168,53,197,145
573.178,53,215,30
573.188,53,192,-50
573.198,53,201,82
573.208,53,184,153
573.218,53,195,216
573.228,53,182,124
573.238,53,193,249
573.248,53,177,376
573.258,53,191,739
573.268,53,179,582
573.278,53,192,727
573.29,53,178,1333
573.299,53,197,360
573.309,53,178,1119
573.319,53,195,-13
573.329,53,179,439
573.339,53,198,-546
573.349,53,179,59
573.359,53,196,-239
573.37,53,179,-123
573.379,53,198,-369
573.389,53,178,-218
573.399,53,198,-477
573.41,53,179,28
573.421,53,196,-809
573.43,53,179,212
573.44,53,193,-775
573.45,53,180,-766
573.46,53,197,-134
573.47,53,179,-903
573.48,53,196,360
573.49,53,178,-888
573.5,53,198,261
573.51,53,179,-768
573.52,53,195,398
573.53,53,179,-765
573.541,53,197,202
573.551,53,178,-584
573.561,53,195,170
573.571,53,179,-433
573.581,53,195,-603
573.591,53,178,69
573.601,53,195,-629
573.611,53,179,182
573.621,53,197,-459
573.631,53,176,248
573.641,53,196,-381
573.651,53,177,150
573.662,53,195,-681
573.672,53,179,556
573.682,53,196,-776
573.692,53,178,392
573.702,53,200,-590
573.712,53,181,436
573.722,53,202,-702
573.732,53,180,450
573.742,53,198,-564
573.752,53,179,540
573.762,53,196,-793
573.773,53,177,521
573.783,53,189,-702
573.794,53,179,371
573.803,53,195,-649
573.814,53,179,436
573.823,53,197,-688
573.833,53,181,707
573.843,53,206,-489
573.853,53,211,827
573.863,53,221,-514
573.873,53,180,603
573.883,53,194,-649
573.893,53,177,532
573.903,53,195,-723
573.914,53,180,404
573.924,53,187,-593
573.934,53,178,493
573.944,53,190,-596
573.954,53,179,633
573.964,53,188,-474
573.974,53,181,1186
573.984,53,192,942
573.994,53,180,2001
574.004,53,193,-318
574.014,53,184,284
574.024,31,195,-901
574.034,31,186,233
574.045,31,200,-659
574.056,31,189,361
574.065,31,205,-808
574.076,31,195,525
574.086,31,207,-741
574.095,31,197,415
574.105,31,205,-642
574.115,31,192,673
574.125,31,197,-604
574.135,31,183,573
574.145,31,193,-389
574.155,31,180,693
574.166,31,190,-219
574.177,31,189,1073
574.186,31,188,-97
574.196,31,192,1205
574.206,31,189,241
574.216,31,177,1384
574.226,31,189,287
574.236,31,178,1189
574.246,31,187,-39
574.256,31,179,724
574.266,31,187,-676
574.277,31,191,189
574.287,31,190,-604
574.297,31,191,93
574.307,31,189,-765
574.317,31,189,-100
574.327,31,189,-605
574.337,31,189,-21
574.347,31,188,-866
574.357,31,189,7
574.367,31,188,-790
574.378,31,191,-98
574.388,31,187,-569
574.398,31,188,1
574.408,31,187,-511
574.418,31,191,204
574.428,31,186,-508
574.438,31,190,152
574.448,31,187,-685
574.458,31,190,172
574.468,31,187,-591
574.478,31,189,141
574.488,31,189,-433
574.499,31,190,-283
574.509,31,176,23
574.519,31,191,-137
574.529,31,176,-133
574.539,31,190,-109
574.549,31,176,53
574.559,31,189,-127
574.569,31,177,-425
574.579,31,191,-26
574.589,31,178,-449
574.599,31,189,178
574.609,31,186,-528
574.619,31,190,295
574.63,31,179,-5
574.64,31,190,-230
574.65,31,175,38
574.66,31,196,-241
574.67,31,181,-28
574.68,31,192,-164
574.69,31,180,-22
574.7,31,192,-167
574.71,31,174,90
574.72,31,188,-84
574.73,31,174,22
574.74,31,190,-83
574.75,31,175,46
574.761,31,193,-46
574.772,31,175,226
574.781,31,193,-247
574.791,31,181,629
574.801,31,202,120
574.811,31,209,92
574.821,31,211,81
574.831,31,177,82
574.841,31,187,-132
574.851,31,175,-116
574.861,31,190,-278
574.871,31,178,11
574.881,31,190,-266
574.893,31,178,258
574.902,31,196,-583
574.912,31,180,434
574.922,31,199,-266
574.932,31,179,1014
574.942,31,200,1542
574.952,31,180,1476
574.962,31,202,-593
574.972,31,185,-81
574.982,31,202,-429
574.992,31,186,97
575.002,31,206,-236
575.013,31,190,252
575.024,31,212,-474
575.033,31,195,357
575.043,31,216,-342
575.053,31,196,417
575.063,31,213,-415
575.073,31,192,534
575.083,31,204,-367
575.093,31,184,583
575.103,31,200,-89
575.115,31,181,842
575.125,31,197,-208
575.134,31,181,1084
575.144,31,198,36
575.155,31,180,1387
575.164,31,199,289
575.174,31,179,1379
575.184,31,198,282
575.194,31,179,1086
575.204,31,198,172
575.214,31,180,506
575.224,31,195,-351
575.236,31,182,448
575.245,31,196,-949
575.255,52,181,288
575.265,52,198,-932
575.275,52,181,429
575.285,52,198,-950
575.295,52,180,442
575.305,52,197,-961
575.315,52,182,421
575.325,52,198,-926
575.335,52,181,411
575.345,52,198,-713
575.356,52,180,265
575.366,52,190,-637
575.376,52,180,343
575.386,52,198,-726
575.396,52,180,428
575.406,52,198,-790
575.416,52,182,430
575.426,52,199,-718
575.436,52,182,417
575.447,52,187,-80
575.457,52,182,192
575.467,52,187,-242
575.478,52,182,447
575.488,52,189,-480
575.498,52,181,391
575.508,52,189,-548
575.518,52,181,384
575.528,52,189,-504
575.538,52,181,358
575.548,52,189,-483
575.558,52,179,383
575.568,52,190,-560
575.578,52,180,217
575.588,52,189,-582
575.598,52,182,454
575.609,52,189,-372
575.619,52,192,175
575.629,52,192,-454
575.639,52,198,175
575.649,52,192,-479
575.659,52,195,472
575.669,52,191,-507
575.679,52,193,518
575.689,52,189,-639
575.699,52,193,533
575.709,52,189,-594
575.719,52,182,588
575.729,52,187,-472
575.74,52,193,243
575.75,52,189,-212
575.76,52,200,430
575.77,52,202,-37
575.78,52,225,493
575.79,52,207,-68
575.8,52,193,313
575.81,52,188,-283
575.82,52,191,183
575.83,52,190,-225
575.84,52,194,149
575.85,52,189,-388
575.861,52,194,-83
575.871,52,179,-360
575.881,52,196,100
575.891,52,183,-15
575.901,52,198,959
575.911,52,193,1708
575.921,52,198,1343
575.931,52,194,-327
575.942,52,200,-15
575.951,52,197,-653
575.961,52,203,100
575.971,52,198,-326
575.981,52,206,80
575.991,52,203,-468
576.001,52,212,148
576.012,52,197,152
576.022,52,211,-196
576.032,52,194,323
576.042,52,205,100
576.052,52,187,300
576.062,52,199,177
576.072,52,182,432
576.082,52,196,369
576.092,52,181,57
576.102,52,194,418
576.112,52,182,261
576.122,52,191,704
576.133,52,181,968
576.143,52,193,653
576.153,52,178,876
576.163,52,195,457
576.173,52,176,461
576.183,129,194,-28
576.193,129,180,46
576.203,129,194,-401
576.213,129,179,-158
576.223,129,193,-496
576.233,129,179,-258
576.243,129,194,-442
576.253,129,179,-355
576.264,129,201,-727
576.274,129,177,-19
576.284,129,199,-502
576.294,129,179,86
576.304,129,198,-501
576.314,129,178,50
576.324,129,200,-379
576.334,129,180,-136
576.344,129,194,-450
576.354,129,179,-189
576.364,129,193,-348
576.374,129,179,-46
576.384,129,193,-467
576.395,129,176,337
576.405,129,198,-806
576.415,129,178,338
576.425,129,196,-647
576.435,129,177,335
576.445,129,197,-697
576.455,129,177,261
576.465,129,197,-576
576.475,129,177,288
576.485,129,196,-618
576.495,129,178,200
576.505,129,197,-635
576.515,129,179,189
576.525,129,199,-383
576.537,129,182,409
576.546,129,202,-535
576.557,129,180,322
576.566,129,199,-642
576.576,129,177,434
576.586,129,196,-633
576.596,129,175,490
576.606,129,198,-655
576.616,129,178,466
576.626,129,196,-589
576.636,129,179,337
576.646,129,196,-556
576.656,129,182,532
576.667,129,209,-428
576.677,129,210,826
576.687,129,216,-589
576.697,129,180,652
576.707,129,195,-784
576.717,129,178,401
576.727,129,198,-902
576.737,129,183,422
576.747,129,197,-670
576.757,129,183,275
576.767,129,195,-591
576.777,129,180,329
576.788,129,197,-448
576.798,129,184,1150
576.808,129,200,1211
576.818,129,184,1784
576.828,129,203,-819
576.838,129,187,322
576.848,129,203,-1116
576.858,129,187,460
576.868,129,209,-647
576.878,129,195,465
576.888,129,210,-741
576.898,129,200,365
576.908,129,215,-621
576.918,129,200,472
576.929,129,202,-487
576.939,129,192,665
576.949,129,193,-564
576.959,129,187,749
576.969,129,198,-503
576.979,129,183,761
576.989,129,198,-346
576.999,129,182,1116
577.009,129,197,-127
577.019,129,180,1143
577.029,129,196,229
577.039,129,181,1441
577.049,64,197,214
577.059,64,181,1225
577.07,64,186,-214
577.08,64,181,544
577.09,64,186,-548
577.1,64,180,204
577.111,64,188,-788
577.12,64,184,261
577.13,64,187,-838
577.14,64,181,246
577.15,64,187,-886
577.16,64,180,209
577.17,64,185,-986
577.18,64,180,352
577.191,64,187,-807
577.201,64,180,172
577.211,64,186,-759
577.221,64,180,227
577.231,64,187,-781
577.241,64,183,221
577.251,64,184,-531
577.261,64,180,106
577.271,64,186,-765
577.281,64,182,300
577.291,64,185,-697
